author,story,annotator_1,annotator_2,sentence,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN
Grimms,3_our_ladys_child,N:N,H:H,"After a year or so had passed, the Queen brought a son into the world.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,3_our_ladys_child,N:N,N:-,"Thereupon the Virgin Mary appeared to her in the night when she lay in her bed alone, and said, ""If thou wilt tell the truth and confess that thou didst unlock the forbidden door, I will open thy mouth and give thee back thy speech, but if thou perseverest in thy sin, and deniest obstinately, I will take thy new-born child away with me.""",0.122,0.854,0.024,-0.7684,0.0,0.25,-6.0
Grimms,3_our_ladys_child,N:N,-:-,"Then the queen was permitted to answer, but she remained hard, and said, ""No, I did not open the forbidden door;"" and the Virgin Mary took the new-born child from her arms, and vanished with it.",0.043,0.878,0.08,0.3395,-0.14583333333333334,0.5208333333333333,-4.0
Grimms,3_our_ladys_child,N:N,-:-,"Next morning when the child was not to be found, it was whispered among the people that the Queen was a man-eater, and had killed her own child.",0.148,0.852,0.0,-0.6705,0.13333333333333333,0.3333333333333333,-3.0
Grimms,3_our_ladys_child,N:N,-:-,"She heard all this and could say nothing to the contrary, but the King would not believe it, for he loved her so much.",0.0,0.811,0.189,0.7469,0.44999999999999996,0.5,3.0
Grimms,3_our_ladys_child,N:N,N:-,"When a year had gone by the Queen again bore a son, and in the night the Virgin Mary again came to her, and said, ""If thou wilt confess that thou openedst the forbidden door, I will give thee thy child back and untie thy tongue; but if you continuest in sin and deniest it, I will take away with me this new child also.""",0.125,0.875,0.0,-0.8074,0.06818181818181818,0.22727272727272727,-6.0
Grimms,3_our_ladys_child,N:N,-:-,"Then the Queen again said, ""No, I did not open the forbidden door;"" and the Virgin took the child out of her arms, and away with her to heaven.",0.0,0.822,0.178,0.684,0.0,0.5,-1.0
Grimms,3_our_ladys_child,A:A,A:-,"Next morning, when this child also had disappeared, the people declared quite loudly that the Queen had devoured it, and the King""s councillors demanded that she should be brought to justice.",0.108,0.795,0.097,0.1531,0.05,0.4,0.0
Grimms,3_our_ladys_child,A:N,A:-,"The King, however, loved her so dearly that he would not believe it, and commanded the councillors under pain of death not to say any more about it.",0.189,0.628,0.183,-0.0534,0.6,0.65,2.0
Grimms,3_our_ladys_child,N:N,N:-,"The following year the Queen gave birth to a beautiful little daughter, and for the third time the Virgin Mary appeared to her in the night and said, ""Follow me.""",0.0,0.878,0.122,0.5994,0.165625,0.4,3.0
Grimms,3_our_ladys_child,N:N,N:H,"She took the Queen by the hand and led her to heaven, and showed her there her two eldest children, who smiled at her, and were playing with the ball of the world.",0.0,0.711,0.289,0.8957,0.6,0.2,4.0
Grimms,3_our_ladys_child,H:H,H:H,"When the Queen rejoiced thereat, the Virgin Mary said, ""Is thy heart not yet softened?",0.0,0.824,0.176,0.4588,0.0,0.0,4.0
Grimms,3_our_ladys_child,N:N,N:N,"If thou wilt own that thou openedst the forbidden door, I will give thee back thy two little sons.""",0.141,0.859,0.0,-0.4215,0.13749999999999998,0.5,-2.0
Grimms,3_our_ladys_child,N:N,N:-,"But for the third time the Queen answered, ""No, I did not open the forbidden door.""",0.0,0.824,0.176,0.4585,0.0,0.25,-3.0
Grimms,3_our_ladys_child,N:N,-:-,"Then the Virgin let her sink down to earth once more, and took from her likewise her third child.",0.0,1.0,0.0,0.0,0.11481481481481481,0.262962962962963,0.0
Grimms,3_our_ladys_child,N:N,D:-,"Next morning, when the loss was reported abroad, all the people cried loudly, ""The Queen is a man-eater.",0.246,0.754,0.0,-0.5994,0.05,0.4,-5.0
Grimms,3_our_ladys_child,D:N,D:-,"She must be judged,"" and the King was no longer able to restrain his councillors.",0.136,0.864,0.0,-0.296,0.5,0.625,-1.0
Grimms,3_our_ladys_child,N:N,D:-,"Thereupon a trial was held, and as she could not answer, and defend herself, she was condemned to be burnt alive.",0.123,0.766,0.111,-0.0772,0.1,0.4,-1.0
Grimms,3_our_ladys_child,F:N,F:S,"The wood was got together, and when she was fast bound to the stake, and the fire began to burn round about her, the hard ice of pride melted, her heart was moved by repentance, and she thought, ""If I could but confess before my death that I opened the door.""",0.15,0.819,0.031,-0.7615,-0.09722222222222222,0.5138888888888888,-5.0
Grimms,3_our_ladys_child,F:F,F:H,"Then her voice came back to her, and she cried out loudly, ""Yes, Mary, I did it;"" and straight-way rain fell from the sky and extinguished the flames of fire, and a light broke forth above her, and the Virgin Mary descended with the two little sons by her side, and the new-born daughter in her arms.",0.13,0.87,0.0,-0.7783,0.0625,0.42000000000000004,-3.0
Grimms,3_our_ladys_child,H:N,H:N,"She spoke kindly to her, and said, ""He who repents his sin and acknowledges it, is forgiven.""",0.165,0.688,0.147,-0.1027,0.6,0.9,-2.0
Grimms,3_our_ladys_child,N:N,H:H,"Then she gave her the three children, untied her tongue, and granted her happiness for her whole life.",0.0,0.741,0.259,0.6808,0.44999999999999996,0.30000000000000004,4.0
Grimms,49_the_six_swans,N:N,N:N,"Once upon a time, a certain King was hunting in a great forest, and he chased a wild beast so eagerly that none of his attendants could follow him.",0.0,0.697,0.303,0.8613,0.37142857142857144,0.5738095238095239,4.0
Grimms,49_the_six_swans,N:N,N:N,"When evening drew near he stopped and looked around him, and then he saw that he had lost his way.",0.189,0.811,0.0,-0.4939,0.1,0.4,-4.0
Grimms,49_the_six_swans,N:N,N:N,"He sought a way out, but could find none.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:-,"Then he perceived an aged woman with a head which nodded perpetually, who came towards him, but she was a witch.",0.153,0.847,0.0,-0.5023,-0.07500000000000001,0.30000000000000004,0.0
Grimms,49_the_six_swans,N:N,N:N,"Good woman, said he to her, ""Can you not show me the way through the forest?""",0.0,0.838,0.162,0.4404,0.7,0.6000000000000001,3.0
Grimms,49_the_six_swans,N:N,N:-,"Oh, yes, Lord King, she answered, ""that I certainly can, but on one condition, and if you do not fulfil that, you will never get out of the forest, and will die of hunger in it.""",0.185,0.731,0.084,-0.743,0.21428571428571427,0.5714285714285714,-4.0
Grimms,49_the_six_swans,F:N,F:N,What kind of condition is it? asked the King.,0.0,1.0,0.0,0.0,0.6,0.9,0.0
Grimms,49_the_six_swans,N:N,N:N,"I have a daughter, said the old woman, ""who is as beautiful as any one in the world, and well deserves to be your consort, and if you will make her your Queen, I will show you the way out of the forest.""",0.0,0.864,0.136,0.7184,0.475,0.6,3.0
Grimms,49_the_six_swans,Sa:N,S:N,"In the anguish of his heart the King consented, and the old woman led him to her little hut, where her daughter was sitting by the fire.",0.201,0.799,0.0,-0.743,-0.04375,0.35,-5.0
Grimms,49_the_six_swans,D:F,D:F,"She received the King as if she had been expecting him, and he saw that she was very beautiful, but still she did not please him, and he could not look at her without secret horror.",0.058,0.785,0.157,0.631,0.3,0.85,4.0
Grimms,49_the_six_swans,N:N,N:N,"After he had taken the maiden up on his horse, the old woman showed him the way, and the King reached his royal palace again, where the wedding was celebrated.",0.0,0.846,0.154,0.6249,0.22499999999999998,0.475,4.0
Grimms,49_the_six_swans,N:N,N:H,"The King had already been married once, and had by his first wife, seven children, six boys and a girl, whom he loved better than anything else in the world.",0.0,0.799,0.201,0.7783,0.425,0.4708333333333333,5.0
Grimms,49_the_six_swans,F:F,F:F,"As he now feared that the step-mother might not treat them well, and even do them some injury, he took them to a lonely castle which stood in the midst of a forest.",0.326,0.674,0.0,-0.8903,-0.09999999999999998,0.7,-4.0
Grimms,49_the_six_swans,N:N,N:N,"It lay so concealed, and the way was so difficult to find that he himself would not have found it, if a wise woman had not given him a ball of yarn with wonderful properties.",0.081,0.749,0.17,0.5512,0.27499999999999997,0.775,3.0
Grimms,49_the_six_swans,N:N,N:N,"When he threw it down before him, it unrolled itself and showed him his path.",0.0,1.0,0.0,0.0,-0.15555555555555559,0.2888888888888889,0.0
Grimms,49_the_six_swans,N:N,N:N,"The King, however, went so frequently away to his dear children that the Queen observed his absence; she was curious and wanted to know what he did when he was quite alone in the forest.",0.059,0.816,0.125,0.3832,-0.004166666666666666,0.43333333333333335,1.0
Grimms,49_the_six_swans,N:N,N:-,"She gave a great deal of money to his servants, and they betrayed the secret to her, and told her likewise of the ball which alone could point out the way.",0.162,0.728,0.111,-0.2263,0.2,0.725,-2.0
Grimms,49_the_six_swans,N:N,N:-,"And now she knew no rest until she had learnt where the King kept the ball of yarn, and then she made little shirts of white silk, and as she had learnt the art of witchcraft from her mother, she sewed a charm inside them.",0.047,0.896,0.058,0.128,-0.09583333333333333,0.2333333333333333,2.0
Grimms,49_the_six_swans,N:N,N:-,"And once when the King had ridden forth to hunt, she took the little shirts and went into the forest, and the ball showed her the way.",0.0,1.0,0.0,0.0,-0.1875,0.5,0.0
Grimms,49_the_six_swans,H:H,H:-,"The children, who saw from a distance that some one was approaching, thought that their dear father was coming to them, and full of joy, ran to meet him.",0.0,0.802,0.198,0.7506,0.3833333333333333,0.25,5.0
Grimms,49_the_six_swans,N:N,-:-,"Then she threw one of the little shirts over each of them, and no sooner had the shirts touched their bodies than they were changed into swans, and flew away over the forest.",0.064,0.936,0.0,-0.296,-0.1875,0.5,-1.0
Grimms,49_the_six_swans,H:H,-:-,"The Queen went home quite delighted, and thought she had got rid of her step-children, but the girl had not run out with her brothers, and the Queen knew nothing about her.",0.0,0.931,0.069,0.3174,0.7,0.7,3.0
Grimms,49_the_six_swans,N:N,-:-,"Next day the King went to visit his children, but he found no one but the little girl.",0.141,0.859,0.0,-0.4215,-0.09375,0.25,-1.0
Grimms,49_the_six_swans,Su-:N,-:-,Where are thy brothers? asked the King.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,Sa:N,S:-,"Alas, dear father, she answered, ""they have gone away and left me alone!"" and she told him that she had seen from her little window how her brothers had flown away over the forest in the shape of swans, and she showed him the feathers, which they had let fall in the courtyard, and which she had picked up.",0.034,0.919,0.047,0.2003,-0.19583333333333333,0.5,-1.0
Grimms,49_the_six_swans,Sa:Sa,S:-,"The King mourned, but he did not think that the Queen had done this wicked deed, and as he feared that the girl would also be stolen away from him, he wanted to take her away with him.",0.317,0.683,0.0,-0.9497,0.0,0.0,-6.0
Grimms,49_the_six_swans,F:F,F:-,"But she was afraid of her step-mother, and entreated the King to let her stay just this one night more in the forest castle.",0.0,1.0,0.0,0.0,-0.04999999999999999,0.7,-2.0
Grimms,49_the_six_swans,Sa:N,F:-,"The poor girl thought, ""I can no longer stay here.",0.398,0.602,0.0,-0.6486,-0.4,0.6,-3.0
Grimms,49_the_six_swans,N:N,F:N,"I will go and seek my brothers.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:-,"And when night came, she ran away, and went straight into the forest.",0.0,0.863,0.137,0.2263,0.2,0.4,1.0
Grimms,49_the_six_swans,N:N,N:N,"She walked the whole night long, and next day also without stopping, until she could go no farther for weariness.",0.102,0.832,0.067,-0.1916,0.05000000000000001,0.26666666666666666,-2.0
Grimms,49_the_six_swans,N:N,N:-,"Then she saw a forest-hut, and went into it, and found a room with six little beds, but she did not venture to get into one of them, but crept under one, and lay down on the hard ground, intending to pass the night there.",0.037,0.963,0.0,-0.1531,-0.21157407407407405,0.4435185185185186,-1.0
Grimms,49_the_six_swans,N:N,N:N,"Just before sunset, however, she heard a rustling, and saw six swans come flying in at the window.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:+,"They alighted on the ground and blew at each other, and blew all the feathers off, and their swan""s skins stripped off like a shirt.",0.0,0.902,0.098,0.3612,-0.125,0.375,2.0
Grimms,49_the_six_swans,H:H,H:H,"Then the maiden looked at them and recognized her brothers, was glad and crept forth from beneath the bed.",0.0,0.857,0.143,0.4588,0.5,1.0,3.0
Grimms,49_the_six_swans,H:H,H:H,"The brothers were not less delighted to see their little sister, but their joy was of short duration.",0.076,0.697,0.227,0.666,0.2791666666666667,0.35333333333333333,6.0
Grimms,49_the_six_swans,F:N,F:N,"Here canst thou not abide, they said to her.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,F:N,F:-,"This is a shelter for robbers, if they come home and find thee, they will kill thee.",0.239,0.761,0.0,-0.6908,0.0,0.0,-3.0
Grimms,49_the_six_swans,N:N,F:N,But can you not protect me? asked the little sister.,0.236,0.764,0.0,-0.4168,-0.1875,0.5,1.0
Grimms,49_the_six_swans,N:N,F:-,"No, they replied, ""only for one quarter of an hour each evening can we lay aside our swan""s skins and have during that time our human form; after that, we are once more turned into swans.""",0.059,0.941,0.0,-0.296,0.16666666666666666,0.5333333333333333,-1.0
Grimms,49_the_six_swans,Sa:Sa,S:S,"The little sister wept and said, ""Can you not be set free?""",0.198,0.802,0.0,-0.4062,0.10625000000000001,0.65,1.0
Grimms,49_the_six_swans,Sa:N,S:-,"Alas, no, they answered, ""the conditions are too hard!",0.5,0.5,0.0,-0.6114,-0.3822916666666667,0.7708333333333333,-3.0
Grimms,49_the_six_swans,N:N,S:-,"For six years thou mayst neither speak nor laugh, and in that time thou must sew together six little shirts of starwort for us.",0.0,0.905,0.095,0.345,0.056249999999999994,0.3,1.0
Grimms,49_the_six_swans,N:N,S:-,"And if one single word falls from thy lips, all thy work will be lost.""",0.0,1.0,0.0,0.0,-0.07142857142857142,0.21428571428571427,-3.0
Grimms,49_the_six_swans,N:N,N:-,"And when the brothers had said this, the quarter of an hour was over, and they flew out of the window again as swans.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:N,"The maiden, however, firmly resolved to deliver her brothers, even if it should cost her her life.",0.0,0.904,0.096,0.1779,-0.2,0.4,2.0
Grimms,49_the_six_swans,N:N,N:N,"She left the hut, went into the midst of the forest, seated herself on a tree, and there passed the night.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:N,Next morning she went out and gathered starwort and began to sew.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:N,"She could not speak to any one, and she had no inclination to laugh; she sat there and looked at nothing but her work.",0.062,0.849,0.089,0.1779,0.3,0.1,0.0
Grimms,49_the_six_swans,N:N,N:N,"When she had already spent a long time there it came to pass that the King of the country was hunting in the forest, and his huntsmen came to the tree on which the maiden was sitting.",0.0,1.0,0.0,0.0,-0.07500000000000001,0.25,0.0
Grimms,49_the_six_swans,N:N,N:N,"They called to her and said, ""Who art thou?""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:N,But she made no answer.,0.412,0.588,0.0,-0.4215,0.0,0.0,-1.0
Grimms,49_the_six_swans,N:N,N:N,"Come down to us, said they.",0.0,1.0,0.0,0.0,-0.15555555555555559,0.2888888888888889,0.0
Grimms,49_the_six_swans,N:N,N:N,We will not do thee any harm.,0.368,0.632,0.0,-0.5423,0.0,0.0,-2.0
Grimms,49_the_six_swans,N:N,N:N,She only shook her head.,0.259,0.741,0.0,-0.1027,0.0,1.0,0.0
Grimms,49_the_six_swans,N:N,N:N,"As they pressed her further with questions she threw her golden necklace down to them, and thought to content them thus.",0.0,1.0,0.0,0.0,0.048148148148148134,0.42962962962962964,0.0
Grimms,49_the_six_swans,N:N,N:-,"They, however, did not cease, and then she threw her girdle down to them, and as this also was to no purpose, her garters, and by degrees everything that she had on that she could do without until she had nothing left but her shift.",0.035,0.965,0.0,-0.1531,-0.07777777777777779,0.14444444444444446,-1.0
Grimms,49_the_six_swans,N:N,N:N,"The huntsmen, however, did not let themselves be turned aside by that, but climbed the tree and fetched the maiden down and led her before the King.",0.0,1.0,0.0,0.0,-0.15555555555555559,0.2888888888888889,0.0
Grimms,49_the_six_swans,N:N,N:N,"The King asked, ""Who art thou?",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:N,"What art thou doing on the tree?""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:N,But she did not answer.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:-,"He put the question in every language that he knew, but she remained as mute as a fish.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,H:N,H:H,"As she was so beautiful, the King""s heart was touched, and he was smitten with a great love for her.",0.0,0.546,0.454,0.9359,0.7166666666666667,0.7833333333333333,9.0
Grimms,49_the_six_swans,N:N,N:N,"He put his mantle on her, took her before him on his horse, and carried her to his castle.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:N,"Then he caused her to be dressed in rich garments, and she shone in her beauty like bright daylight, but no word could be drawn from her.",0.084,0.663,0.253,0.5574,0.5375000000000001,0.7749999999999999,7.0
Grimms,49_the_six_swans,H:N,H:H,"He placed her by his side at table, and her modest bearing and courtesy pleased him so much that he said, ""She is the one whom I wish to marry, and no other woman in the world.""",0.052,0.757,0.191,0.7096,0.215625,0.61875,5.0
Grimms,49_the_six_swans,N:N,H:N,And after some days he united himself to her.,0.0,0.741,0.259,0.4215,0.0,0.0,1.0
Grimms,49_the_six_swans,D:A,D:A,"The King, however, had a wicked mother who was dissatisfied with this marriage and spoke ill of the young Queen.",0.355,0.645,0.0,-0.8316,-0.2,0.7,-6.0
Grimms,49_the_six_swans,D:N,D:A,"Who knows, said she, ""from whence the creature who can""t speak, comes?",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,49_the_six_swans,D:N,D:A,"She is not worthy of a king!""",0.35,0.65,0.0,-0.4015,-0.20833333333333331,1.0,2.0
Grimms,49_the_six_swans,N:N,-:-,"After a year had passed, when the Queen brought her first child into the world, the old woman took it away from her, and smeared her mouth with blood as she slept.",0.0,1.0,0.0,0.0,0.175,0.26666666666666666,0.0
Grimms,49_the_six_swans,N:N,-:-,Then she went to the King and accused the Queen of being a man-eater.,0.155,0.845,0.0,-0.296,0.0,0.0,-2.0
Grimms,49_the_six_swans,N:N,-:-,"The King would not believe it, and would not suffer any one to do her any injury.",0.136,0.726,0.138,0.0129,0.0,0.0,-4.0
Grimms,49_the_six_swans,N:N,N:-,"She, however, sat continually sewing at the shirts, and cared for nothing else.",0.0,0.811,0.189,0.4215,0.0,0.0,0.0
Grimms,49_the_six_swans,N:N,N:-,"The next time, when she again bore a beautiful boy, the false step-mother used the same treachery, but the King could not bring himself to give credit to her words.",0.045,0.78,0.175,0.6542,0.11249999999999998,0.43125,0.0
Grimms,49_the_six_swans,N:N,N:N,"He said, ""She is too pious and good to do anything of that kind; if she were not dumb, and could defend herself, her innocence would come to light.""",0.0,0.683,0.317,0.891,0.37749999999999995,0.6,2.0
Grimms,49_the_six_swans,N:N,-:-,"But when the old woman stole away the newly-born child for the third time, and accused the Queen, who did not utter one word of defence, the King could do no otherwise than deliver her over to justice, and she was sentenced to suffer death by fire.",0.306,0.599,0.095,-0.9294,0.03333333333333333,0.39999999999999997,-11.0
Grimms,49_the_six_swans,N:N,N:H,"When the day came for the sentence to be executed, it was the last day of the six years during which she was not to speak or laugh, and she had delivered her dear brothers from the power of the enchantment.",0.0,0.835,0.165,0.7579,0.15,0.08333333333333334,1.0
Grimms,49_the_six_swans,N:N,N:N,"The six shirts were ready, only the left sleeve of the sixth was wanting.",0.0,0.839,0.161,0.3612,0.06666666666666667,0.5,0.0
Grimms,49_the_six_swans,N:N,N:N,"When, therefore, she was led to the stake, she laid the shirts on her arm, and when she stood on high and the fire was just going to be lighted, she looked around and six swans came flying through the air towards her.",0.054,0.946,0.0,-0.34,0.16,0.5399999999999999,-2.0
Grimms,49_the_six_swans,H:H,H:H,"Then she saw that her deliverance was near, and her heart leapt with joy.",0.0,0.774,0.226,0.5859,0.45,0.30000000000000004,3.0
Grimms,49_the_six_swans,N:N,H:H,"The swans swept towards her and sank down so that she could throw the shirts over them, and as they were touched by them, their swan""s skins fell off, and her brothers stood in their own bodily form before her, and were vigorous and handsome.",0.0,0.932,0.068,0.4939,0.2361111111111111,0.5972222222222223,3.0
Grimms,49_the_six_swans,N:N,N:-,"The youngest only lacked his left arm, and had in the place of it a swan""s wing on his shoulder.",0.0,1.0,0.0,0.0,0.0,0.5,0.0
Grimms,49_the_six_swans,N:N,H:N,"They embraced and kissed each other, and the Queen went to the King, who was greatly moved, and she began to speak and said, ""Dearest husband, now I may speak and declare to thee that I am innocent, and falsely accused.""",0.0,0.807,0.193,0.8225,0.19374999999999998,0.60625,-4.0
Grimms,49_the_six_swans,N:N,N:-,And she told him of the treachery of the old woman who had taken away her three children and hidden them.,0.0,1.0,0.0,0.0,-0.033333333333333326,0.26666666666666666,0.0
Grimms,49_the_six_swans,H:N,H:-,"Then to the great joy of the King they were brought thither, and as a punishment, the wicked step-mother was bound to the stake, and burnt to ashes.",0.176,0.613,0.211,0.3182,0.8,0.475,4.0
Grimms,49_the_six_swans,H:N,H:H,But the King and the Queen with their six brothers lived many years in happiness and peace.,0.0,0.609,0.391,0.8922,0.6,0.35,5.0
Grimms,73_the_wolf_and_the_fox,N:Sa,N:S,"The wolf had the fox with him, and whatsoever the wolf wished, that the fox was compelled to do, for he was the weaker, and he would gladly have been rid of his master.",0.077,0.827,0.096,-0.0772,0.5,1.0,1.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"It chanced that once as they were going through the forest, the wolf said, ""Red-fox, get me something to eat, or else I will eat thee thyself.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"Then the fox answered, ""I know a farm-yard where there are two young lambs; if thou art inclined, we will fetch one of them.""",0.0,1.0,0.0,0.0,0.1,0.4,0.0
Grimms,73_the_wolf_and_the_fox,H:H,N:H,"That suited the wolf, and they went thither, and the fox stole the little lamb, took it to the wolf, and went away.",0.0,1.0,0.0,0.0,-0.1875,0.5,0.0
Grimms,73_the_wolf_and_the_fox,N:Sa,N:S,"The wolf devoured it, but was not satisfied with one; he wanted the other as well, and went to get it.",0.122,0.771,0.108,-0.0895,-0.1875,0.6875,2.0
Grimms,73_the_wolf_and_the_fox,N:Sa,N:S,"As, however, he did it so awkwardly, the mother of the little lamb heard him, and began to cry out terribly, and to bleat so that the farmer came running there.",0.257,0.743,0.0,-0.8655,-0.5958333333333333,0.8333333333333334,-4.0
Grimms,73_the_wolf_and_the_fox,A:Sa,A:S,"They found the wolf, and beat him so mercilessly, that he went to the fox limping and howling.",0.0,1.0,0.0,0.0,-0.7,1.0,0.0
Grimms,73_the_wolf_and_the_fox,A:N,A:A,"Thou hast misled me finely, said he; ""I wanted to fetch the other lamb, and the country folks surprised me, and have beaten me to a jelly.""",0.098,0.836,0.066,-0.2263,0.13055555555555556,0.5916666666666667,-2.0
Grimms,73_the_wolf_and_the_fox,N:N,N:A,"The fox replied, ""Why art thou such a glutton?""",0.0,1.0,0.0,0.0,0.0,0.5,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"Next day they again went into the country, and the greedy wolf once more said, ""Red-fox, get me something to eat, or I will eat thee thyself.""",0.084,0.916,0.0,-0.3182,0.25,0.25,-2.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"Then answered the fox, ""I know a farm-house where the wife is baking pancakes to-night; we will get some of them for ourselves.""",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"They went there, and the fox slipped round the house, and peeped and sniffed about until he discovered where the dish was, and then drew down six pancakes and carried them to the wolf.",0.0,1.0,0.0,0.0,-0.1777777777777778,0.34444444444444444,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"There is something for thee to eat, said he to him, and then went his way.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"The wolf swallowed down the pancakes in an instant, and said, ""They make one want more,"" and went thither and tore the whole dish down so that it broke in pieces.",0.092,0.869,0.039,-0.4144,0.07777777777777779,0.4288888888888889,0.0
Grimms,73_the_wolf_and_the_fox,A:Sa,A:S,"This made such a great noise that the woman came out, and when she saw the wolf she called the people, who hurried there, and beat him as long as their sticks would hold together, till with two lame legs, and howling loudly, he got back to the fox in the forest.",0.05,0.877,0.073,0.3182,0.05833333333333333,0.5333333333333333,1.0
Grimms,73_the_wolf_and_the_fox,A:N,A:A,"How abominably thou hast misled me! cried he, ""the peasants caught me, and tanned my skin for me.""",0.145,0.855,0.0,-0.4389,0.0,0.0,-2.0
Grimms,73_the_wolf_and_the_fox,N:N,N:A,"But the fox replied, ""Why art thou such a glutton?""",0.0,1.0,0.0,0.0,0.0,0.5,0.0
Grimms,73_the_wolf_and_the_fox,N:Sa,N:S,"On the third day, when they were out together, and the wolf could only limp along painfully, he again said, ""Red-fox, get me something to eat, or I will eat thee thyself.""",0.102,0.898,0.0,-0.5267,-0.22499999999999998,0.6,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"The fox answered, ""I know a man who has been killing, and the salted meat is lying in a barrel in the cellar; we will get that.""",0.253,0.747,0.0,-0.8316,0.0,0.0,-3.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"Said the wolf, ""I will go when thou dost, that thou mayest help me if I am not able to get away.""",0.0,0.881,0.119,0.4019,-0.25,0.625,2.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"I am willing, said the fox, and showed him the by-paths and ways by which at length they reached the cellar.",0.0,0.931,0.069,0.1027,0.25,0.75,1.0
Grimms,73_the_wolf_and_the_fox,H:N,N:H,"There was meat in abundance, and the wolf attacked it instantly and thought, ""There is plenty of time before I need leave off!""",0.183,0.817,0.0,-0.5411,0.0,0.6666666666666666,-2.0
Grimms,73_the_wolf_and_the_fox,F:H,N:H,"The fox liked it also, but looked about everywhere, and often ran to the hole by which they had come in, and tried if his body was still thin enough to slip through it.",0.0,0.946,0.054,0.2263,0.06666666666666665,0.7166666666666668,1.0
Grimms,73_the_wolf_and_the_fox,N:N,N:-,"The wolf said, ""Dear fox, tell me why thou art running here and there so much, and jumping in and out?""",0.0,0.885,0.115,0.3818,0.2,0.2,2.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"I must see that no one is coming, replied the crafty fellow.",0.18,0.82,0.0,-0.296,0.4,0.9,-1.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"Dont eat too much!""",0.0,1.0,0.0,0.0,0.25,0.2,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"Then said the wolf, ""I shall not leave until the barrel is empty.""",0.0,0.913,0.087,0.0382,-0.1,0.5,-2.0
Grimms,73_the_wolf_and_the_fox,N:N,N:N,"In the meantime the farmer, who had heard the noise of the fox""s jumping, came into the cellar.",0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:F,When the fox saw him he was out of the hole at one bound.,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Grimms,73_the_wolf_and_the_fox,N:N,N:F,"The wolf wanted to follow him, but he had made himself so fat with eating that he could no longer get through, but stuck fast.",0.187,0.813,0.0,-0.6486,0.2,0.6,-3.0
Grimms,73_the_wolf_and_the_fox,A:H,A:H,"Then came the farmer with a cudgel and struck him dead, but the fox bounded into the forest, glad to be rid of the old glutton.",0.138,0.73,0.133,0.2144,0.13333333333333333,0.5333333333333333,-1.0
Grimms,80_the_death_of_the_little_hen,N:N,N:N,"Once upon a time the little hen went with the little cock to the nut-hill, and they agreed together that whichsoever of them found a kernel of a nut should share it with the other.",0.038,0.838,0.124,0.4576,-0.16666666666666666,0.4583333333333333,-3.0
Grimms,80_the_death_of_the_little_hen,N:N,N:N,"Then the hen found a large, large nut, but said nothing about it, intending to eat the kernel herself.",0.0,1.0,0.0,0.0,0.21428571428571427,0.42857142857142855,0.0
