id,split,V,A,D,text,VADER_neg,VADER_neu,VADER_pos,VADER_compound,TextBlob_polarity,TextBlob_subjectivity,AFINN,map_from_VAD,map_from_lex
20020731-nyt_3342_3587,train,3.0,3.2,3.3,"""personal and official relationship with Chang under circumstances where you knew that he was attempting to ingratiate himself, in part through a pattern of attempts to provide you and those around you with gifts over a period of several years.""",0.0,1.0,0.0,0.0,0.0,0.15,0.0,5,3
20020731-nyt_33619_33834,train,3.0,2.8,2.8,"This 30-second commercial is the first in H. Carl McCall's campaign for the Democratic nomination for governor and will be broadcast upstate in major broadcast markets, and on cable in New York City, starting today.",0.0,1.0,0.0,0.0,0.0897727272727272,0.2775757575757576,0.0,3,3
20020731-nyt_33852_33950,dev,3.18,2.73,3.09,"The words ""His resume is an American dream,"" a quotation from Time magazine, appear on the screen.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
20020731-nyt_33862_33896,train,3.3,3.0,3.2,"""His resume is an American dream,""",0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,3
20020731-nyt_33951_34020,dev,3.1,2.9,2.9,A series of snapshots and images are then a visual resume for McCall.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
20020731-nyt_34021_34271,train,3.1,3.1,3.1,"They show him as an Army lieutenant, at his swearing-in as a state senator, as ambassador to the United Nations, surrounded by children as New York City school board president, and at other jobs, leading up to his current position, state comptroller.",0.0,0.935,0.065,0.4215,0.0037878787878787,0.4098484848484848,1.0,3,3
20020731-nyt_34272_34544,test,3.0,2.9,3.0,"A photograph of the candidate standing in his Army uniform next to his mother is shown, then the advertisement shifts to McCall talking about education, while images of the candidate looking at a computer screen with a small child and of him surrounded by children appear.",0.0,1.0,0.0,0.0,-0.125,0.2,0.0,3,3
20020731-nyt_34545_34638,train,3.0,2.9,3.1,"The action then shifts to him in an office, speaking to the camera, as the words ""Experience.",0.0,1.0,0.0,0.0,0.1,0.1,0.0,3,3
20020731-nyt_345_598,test,2.71,3.14,3.14,"On the basis of thousands of pages of information developed in an earlier federal inquiry into Torricelli's activities, the committee chastised him for using poor judgment and disregarding Senate rules in his dealings with the former donor, David Chang.",0.186,0.814,0.0,-0.802,-0.075,0.35,-7.0,4,4
20020731-nyt_34626_34663,dev,3.5,3.2,3.2,"""Experience. Excellence. Carl McCall""",0.0,0.423,0.577,0.6249,0.0,0.0,3.0,3,3
20020731-nyt_34639_34650,train,3.5,3.7,3.1,Excellence.,0.0,0.0,1.0,0.6249,0.0,0.0,3.0,3,3
20020731-nyt_34651_34685,train,3.0,2.75,2.88,"Carl McCall"" appear on the screen.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
20020731-nyt_34699_34767,train,3.11,3.11,3.11,"A male voice says, ""Time Magazine called his life an American dream.",0.0,0.833,0.167,0.25,0.0,0.05,1.0,3,3
20020731-nyt_34718_34960,test,3.1,3.2,2.9,"""Time Magazine called his life an American dream. Carl McCall, Army lieutenant, state senator, ambassador to the United Nations, school board president, Citibank vice president, and one of the most effective comptrollers in New York history.""",0.0,0.801,0.199,0.8016,0.3090909090909091,0.4386363636363636,4.0,3,3
20020731-nyt_34768_34960,train,3.25,3.12,3.12,"Carl McCall, Army lieutenant, state senator, ambassador to the United Nations, school board president, Citibank vice president, and one of the most effective comptrollers in New York history.""",0.0,0.808,0.192,0.7346,0.4121212121212121,0.5848484848484848,3.0,3,3
20020731-nyt_34963_35020,train,2.86,3.14,2.86,"The candidate says: ""I grew up poor with a single mother.",0.256,0.744,0.0,-0.4767,-0.2357142857142857,0.4071428571428571,-2.0,5,4
20020731-nyt_34983_35238,dev,3.4,3.3,3.5,"""I grew up poor with a single mother. She said education's a sledgehammer. It can open doors to opportunity. That's what education did for me. As governor, I'll make sure that every kid in New York has the same opportunity I had, to get a good education.""",0.06,0.732,0.208,0.7717,0.1235621521335807,0.4832457225314369,5.0,3,3
20020731-nyt_35021_35057,train,2.5,2.9,3.3,She said education's a sledgehammer.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
20020731-nyt_35058_35091,train,3.5,3.62,3.25,It can open doors to opportunity.,0.0,0.641,0.359,0.4215,0.0,0.5,2.0,3,3
20020731-nyt_35092_35125,train,3.2,3.1,3.2,That's what education did for me.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
20020731-nyt_35126_35238,train,3.3,3.4,3.4,"As governor, I'll make sure that every kid in New York has the same opportunity I had, to get a good education.""",0.0,0.68,0.32,0.7906,0.3340909090909091,0.5171085858585859,5.0,3,3
20020731-nyt_35252_35325,train,2.86,3.14,3.14,This advertisement is long on introductions and short on claims of merit.,0.0,0.797,0.203,0.4215,-0.025,0.35,0.0,5,3
20020731-nyt_35326_35383,train,3.0,2.9,2.9,"Thus, most of the facts presented are a matter of record.",0.0,0.891,0.109,0.0258,0.5,0.5,1.0,3,3
20020731-nyt_35384_35499,test,3.0,3.0,3.2,"He had the title of ambassador when he was at the United Nations, but he was not the chief of the American mission.",0.0,0.921,0.079,0.2263,0.0,0.0,1.0,3,3
20020731-nyt_35500_35694,train,2.88,3.25,2.75,"And Time magazine actually called his resume, not his life, an American dream, but it also followed that up with a reference to his life, saying he was one of six children and raised on welfare.",0.0,0.958,0.042,0.128,0.0,0.05,1.0,5,3
20020731-nyt_35695_35961,dev,3.0,2.88,3.0,"As for the claim about his success as comptroller, where he controls the state pension funds, there is no disputing the funds' growth during his terms, but some critics say it had more to do with the buoyancy of the stock market in the 1990s than skilled management.",0.117,0.805,0.078,-0.2732,0.4333333333333333,0.3333333333333333,-1.0,3,5
20020731-nyt_3588_3879,dev,3.1,3.2,3.1,"During that time, the panel said, Torricelli and members of his Senate staff took a series of actions to help Chang, contacting U.S. government officials, writing letters to foreign government officials and bringing Chang or his business representatives into meetings with foreign officials.",0.0,0.938,0.062,0.4019,-0.125,0.125,2.0,3,3
20020731-nyt_35976_36069,train,3.2,3.1,3.1,The advertisement attempts to make several points and reach several different constituencies.,0.0,0.909,0.091,0.0258,0.0,0.1999999999999999,1.0,3,3
20020731-nyt_36070_36307,train,3.0,2.62,3.12,"For one, it counters the high name recognition of Andrew M. Cuomo, McCall's opponent, by offering voters a straightforward introduction to the candidate, emphasizing his long list of high-level jobs in both the public and private sector.",0.0,1.0,0.0,0.0,0.097,0.3513333333333333,2.0,3,3
20020731-nyt_36308_36382,train,3.17,3.33,3.17,"It also emphasizes leadership, an important campaign issue after Sept. 11.",0.0,0.847,0.153,0.2023,0.4,1.0,3.0,3,3
20020731-nyt_36383_36548,train,2.89,3.0,3.11,"At the same time it gives McCall a chance to intertwine his boot-straps story with the broader issue of children and education, a priority of many Democratic voters.",0.0,0.926,0.074,0.25,0.25,0.3125,2.0,5,3
20020731-nyt_36654_36841,test,2.5,3.4,2.9,"The New Jersey Supreme Court on Tuesday overturned the death sentence of Leslie Ann Nelson, a transsexual go-go dancer who killed a police officer and an investigator with an AK-47 rifle.",0.219,0.653,0.128,-0.6705,-0.0318181818181818,0.2272727272727272,-3.0,4,4
20020731-nyt_36844_37081,train,2.8,3.3,2.9,"The court, vacating Nelson's death sentence for the second time, ruled on two grounds: that the jury could have been confused by instructions on the verdict sheet and that the prosecutor made improper accusations in his closing argument.",0.24,0.697,0.063,-0.8442,-0.2,0.35,-11.0,4,4
20020731-nyt_37082_37157,train,2.6,3.0,3.0,"Nelson, 44, had been the only woman of 14 people on New Jersey's death row.",0.218,0.782,0.0,-0.5994,0.0681818181818181,0.7272727272727273,-2.0,4,4
20020731-nyt_37160_37272,train,3.0,3.0,3.0,"The ruling, which does not affect Nelson's guilty plea, sends the case back to the trial court for resentencing.",0.0,0.828,0.172,0.3678,-0.25,0.5,-3.0,3,2
20020731-nyt_37273_37408,train,2.9,3.1,3.0,"The state attorney general's office has not decided whether to seek the death penalty again, a spokesman, Peter Aseltine, said Tuesday.",0.277,0.723,0.0,-0.7845,0.05,0.5,-4.0,5,4
20020731-nyt_37411_37581,train,2.7,3.2,3.0,"The court upheld the sentence of another death row inmate, Robert O. Marshall, convicted of arranging the murder of his wife at a picnic area on the Garden State Parkway.",0.24,0.724,0.036,-0.8519,0.0,0.0,-8.0,4,2
20020731-nyt_37584_37795,train,3.0,2.9,3.1,"In its 5-to-0 decision in the Nelson case, the court showed continuing uneasiness with the death penalty, as it has done even since adopting a voluminous set of review procedures in 1999 to govern capital cases.",0.229,0.771,0.0,-0.8591,0.0,0.0,-4.0,3,4
20020731-nyt_37796_37843,train,2.89,3.44,3.33,New Jersey has not had an execution since 1963.,0.0,1.0,0.0,0.0,0.1363636363636363,0.4545454545454545,0.0,4,3
20020731-nyt_37846_38143,test,2.8,3.1,2.9,"Justice James R. Zazzali and Justice Virginia Long said in a separate opinion that in addition to the reasons given in the majority opinion, also written by Zazzali, they believed the death penalty would constitute cruel and unusual punishment because of Nelson's history of emotional disturbance.",0.267,0.598,0.136,-0.8442,-0.2125,0.7625,-3.0,5,4
20020731-nyt_38144_38339,train,2.43,3.0,3.28,"Zazzali and Long had expressed similar reservations in June 2001 when the court overturned the death sentence of Thomas J. Koskovich, who was 18 when he killed two pizza deliverymen in an ambush.",0.212,0.756,0.033,-0.8442,-0.0833333333333333,0.2666666666666666,-7.0,4,4
20020731-nyt_38342_38510,train,3.1,3.1,3.5,The majority opinion Tuesday said the court would impose higher standards in capital cases when reviewing prosecutors' conduct and possibly ambiguous jury instructions.,0.091,0.909,0.0,-0.296,0.125,0.75,-1.0,3,4
20020731-nyt_38513_38833,train,2.88,2.87,3.25,"While all five members of the majority found the instructions to the jury on weighing aggravating and mitigating factors to be confusing, two of those justices wrote in a partial dissent that the prosecutor's statements in his summation about the defense's expert witnesses were within the bounds of acceptable argument.",0.122,0.835,0.043,-0.5106,-0.2,0.35,-3.0,5,4
20020731-nyt_3880_4033,train,2.6,3.2,2.8,"The committee did not confirm some of the most serious allegations, including Chang's claim that he gave Torricelli tens of thousands of dollars in cash.",0.062,0.938,0.0,-0.1513,0.0833333333333333,0.5833333333333333,-2.0,4,2
20020731-nyt_38836_39008,train,3.0,2.9,3.0,"Two of the court's members, Chief Justice Deborah T. Poritz and Justice Peter G. Verniero, did not participate in the Nelson case because both are former attorneys general.",0.0,0.793,0.207,0.7783,0.025,0.25,4.0,3,3
20020731-nyt_39011_39170,train,2.62,3.12,3.25,"Nelson, born Glenn Nelson, had severe psychological problems and a history of reclusive behavior into adulthood, and was convicted on a weapons charge in 1988.",0.291,0.709,0.0,-0.802,0.0,0.1,-6.0,4,4
20020731-nyt_39171_39257,train,3.25,3.25,3.0,"After undergoing sex change surgery in 1992, she pursued a career as an exotic dancer.",0.0,1.0,0.0,0.0,0.5,1.0,0.0,3,3
20020731-nyt_39462_39575,train,2.75,2.88,3.12,"During a 14-hour standoff, she killed a patrolman and an investigator from the Camden County prosecutor's office.",0.243,0.757,0.0,-0.6705,-0.2,0.0,-3.0,5,4
20020731-nyt_39578_39652,train,2.4,3.0,2.9,She pleaded guilty to murder and was sentenced to death by a jury in 1997.,0.556,0.444,0.0,-0.91,-0.5,1.0,-9.0,4,4
20020731-nyt_39653_39795,train,2.8,3.2,3.1,"The Supreme Court overturned that sentence in July 1998, ruling that the prosecution had failed to disclose important information to the jury.",0.215,0.563,0.222,-0.2023,-0.0499999999999999,0.65,1.0,4,3
20020731-nyt_39798_39852,train,2.33,3.33,2.89,A second jury sentenced Nelson to death in March 2001.,0.417,0.583,0.0,-0.6124,0.0,0.0,-4.0,4,4
20020731-nyt_39855_39990,train,2.9,3.0,3.1,"In Marshall's case, the 5-1 decision upheld a lower court's dismissal of his petition for further review of his 1986 murder conviction.",0.266,0.734,0.0,-0.7845,0.0,0.5,-2.0,5,4
20020731-nyt_39991_40174,train,1.89,3.22,2.78,"Marshall, an insurance agent from Toms River, was convicted of hiring a man to kill his wife while the couple were going home after an evening of dining and gambling in Atlantic City.",0.132,0.868,0.0,-0.6908,0.0,0.0,-5.0,4,4
20020731-nyt_40175_40250,train,3.0,2.9,3.1,"The case was the subject of Joe McGinniss' best-selling book ""Blind Faith.""",0.197,0.803,0.0,-0.4019,-0.3333333333333333,0.5,3.0,3,3
20020731-nyt_40236_40250,train,3.1,3.0,2.8,"""Blind Faith.""",0.73,0.27,0.0,-0.4019,-0.5,0.6666666666666666,0.0,3,4
20020731-nyt_4034_4282,train,3.1,3.0,3.2,"The committee said it had weighed the fact that Torricelli's principal accuser in the case had been Chang, ""a witness whose credibility has been called into question by the Department of Justice, a United States District judge and his own conduct.""",0.0,0.86,0.14,0.7351,0.6,1.0,3.0,3,3
20020731-nyt_40357_40439,train,3.0,2.8,2.9,President Hosni Mubarak of Egypt describes himself as America's leading Arab ally.,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3,3
20020731-nyt_40440_40540,train,2.8,3.2,2.9,Yet his anti-democratic behavior is an embarrassment to Washington and an affront to his own people.,0.162,0.838,0.0,-0.4404,0.6,1.0,-3.0,4,2
20020731-nyt_40541_40777,train,2.4,2.8,3.0,"The latest example is Monday's re-sentencing of Saad Eddin Ibrahim, a sociologist and human rights activist, to seven years in prison for his efforts to register voters, monitor elections and report attacks on Egypt's Coptic Christians.",0.158,0.842,0.0,-0.7351,0.25,0.5,-5.0,4,4
20020731-nyt_40780_40871,train,3.0,3.0,3.1,"Ibrahim, who holds dual United States and Egyptian citizenship, is 63 years old and ailing.",0.0,0.833,0.167,0.4215,0.1,0.2,1.0,3,3
20020731-nyt_40872_41021,dev,2.6,3.0,3.2,"The verdict should be annulled, not just on humanitarian grounds but because his prosecution is an abrogation of the most basic standards of justice.",0.138,0.673,0.189,0.1531,0.25,0.3125,0.0,4,3
20020731-nyt_41022_41140,train,2.7,3.4,3.2,Ibrahim's harsh punishment sends a chilling message to Egyptians yearning for a more accountable and tolerant society.,0.342,0.475,0.183,-0.5165,-0.0666666666666666,0.7000000000000001,0.0,4,4
20020731-nyt_41143_41192,dev,2.56,2.78,2.67,Egyptian courts are neither fair nor independent.,0.246,0.754,0.0,-0.2411,0.35,0.5125,2.0,4,3
20020731-nyt_41193_41271,test,3.0,2.62,3.12,"Like every other government institution, they hew closely to Mubarak's wishes.",0.0,0.687,0.313,0.4767,-0.125,0.375,3.0,3,3
20020731-nyt_41272_41348,train,3.0,2.83,3.17,That is especially true of the State Security Court that ruled in this case.,0.0,0.686,0.314,0.6697,0.7,1.0,2.0,3,3
20020731-nyt_4141_4282,test,2.8,3.2,3.1,"""a witness whose credibility has been called into question by the Department of Justice, a United States District judge and his own conduct.""",0.0,0.763,0.237,0.7351,0.6,1.0,3.0,4,3
20020731-nyt_41482_41775,train,2.8,3.2,2.9,Nor is it likely his sentence would have been reaffirmed if Mubarak believed that convicting an American citizen for promoting democracy and human rights might jeopardize his own standing with the Bush administration and the $2 billion annual American subsidy that keeps his government afloat.,0.0,0.919,0.081,0.4215,0.0999999999999999,0.3666666666666667,-1.0,4,3
20020731-nyt_41778_41892,train,3.33,3.0,3.11,"That aid bonanza was granted to reward Mubarak's predecessor, Anwar Sadat, for signing a peace treaty with Israel.",0.0,0.603,0.397,0.8481,0.0,0.0,5.0,3,3
20020731-nyt_41893_41974,train,2.4,3.2,3.2,Washington has never demanded good governance and democracy from Cairo in return.,0.171,0.711,0.118,-0.1877,0.7,0.6000000000000001,2.0,4,3
20020731-nyt_41975_42069,train,3.2,3.0,3.2,In recent months President Bush has spoken of the need to promote democracy in the Arab world.,0.0,0.86,0.14,0.3818,0.0,0.25,1.0,3,3
20020731-nyt_42070_42132,train,2.88,2.75,3.0,But so far he has pushed the point only with the Palestinians.,0.0,1.0,0.0,0.0,0.05,1.0,0.0,3,3
20020731-nyt_42133_42175,train,3.0,3.0,3.0,It is time to extend this policy to Egypt.,0.0,0.825,0.175,0.1779,0.0,0.0,1.0,3,3
20020731-nyt_42178_42273,test,2.33,3.0,3.0,"While hardly the worst example of dictatorship in the Middle East, Egypt is one of the saddest.",0.343,0.657,0.0,-0.8326,-0.4305555555555556,0.5138888888888888,-3.0,4,4
20020731-nyt_42274_42416,train,3.22,3.11,3.22,"It is a country with a long and glorious history, a substantial middle class, a peace treaty with Israel and large quantities of American aid.",0.0,0.655,0.345,0.8591,0.0410714285714285,0.2071428571428571,5.0,3,3
20020731-nyt_42417_42529,train,2.71,3.14,2.86,Under Mubarak it has squandered economic and diplomatic opportunities and relentlessly stifled political debate.,0.141,0.706,0.153,0.0516,0.1,0.15,-1.0,4,3
20020731-nyt_42530_42604,train,2.5,3.4,3.0,Its official media are awash in anti-American and anti-Semitic propaganda.,0.182,0.818,0.0,-0.25,-0.1,0.1,-4.0,4,2
20020731-nyt_42607_42736,train,2.9,3.0,3.0,The State Department and American officials in Cairo have issued diplomatically phrased protests of Ibrahim's trial and sentence.,0.099,0.833,0.068,-0.1531,0.0,0.0,-4.0,5,2
20020731-nyt_42737_42767,train,2.5,3.2,3.3,This is entirely insufficient.,0.0,1.0,0.0,0.0,0.0,0.625,-2.0,4,2
20020731-nyt_42768_42955,train,2.5,3.3,2.9,What is needed is a message delivered personally by Bush and other top officials not only about the inexcusable treatment of Ibrahim but of the contemptuous approach to democratic values.,0.122,0.738,0.14,-0.09,0.09375,0.54375,-3.0,4,2
20020731-nyt_4283_4469,train,2.78,3.0,3.0,"In May, that judge sentenced sentenced Chang to 18 months' imprisonment for obstructing justice and making $53,700 in illegal campaign contributions to Torricelli's 1996 Senate campaign.",0.186,0.705,0.109,-0.1027,-0.5,0.5,-9.0,5,2
20020731-nyt_43066_43239,train,2.6,3.0,3.0,"Responding to a wave of public dismay over the first designs for rebuilding Lower Manhattan, Gov. George Pataki has sent word that it's time to go back to the drawing board.",0.152,0.848,0.0,-0.6124,0.0833333333333333,0.1333333333333333,0.0,4,4
20020731-nyt_43240_43381,train,2.43,3.14,3.0,"It is the right message, sent while it is still early enough to do something constructive about the disappointing quality of the work so far.",0.118,0.882,0.0,-0.4939,-0.0228571428571428,0.6071428571428571,0.0,4,4
20020731-nyt_43382_43544,train,3.25,3.12,3.25,"The governor, like Mayor Michael Bloomberg, now seems committed to creating a better mix of uses for ground zero, and a 24-hour community in Manhattan's downtown.",0.0,0.673,0.327,0.8271,0.5,0.5,5.0,3,3
20020731-nyt_43547_43738,train,3.0,3.2,2.9,"While rethinking the plans will delay the original rebuilding schedule slightly, it does not need to stall progress if the governor keeps the pressure on the Lower Manhattan Development Corp.",0.179,0.642,0.179,-0.0021,0.1041666666666666,0.4583333333333333,-2.0,3,2
20020731-nyt_43739_43789,train,3.0,2.88,3.0,and the Port Authority of New York and New Jersey.,0.0,0.874,0.126,0.0772,0.1363636363636363,0.4545454545454545,1.0,3,3
20020731-nyt_43790_43905,train,2.6,3.5,3.4,New York cannot afford to have a gaping hole that mocks the city and its process for rebuilding what was destroyed.,0.256,0.744,0.0,-0.7351,0.1363636363636363,0.4545454545454545,-5.0,4,4
20020731-nyt_43908_44080,test,3.0,3.0,3.63,"Pataki openly questioned the Port Authority's requirement that any plan for the site replace all the office, hotel and retail square footage lost in the attack on Sept. 11.",0.207,0.793,0.0,-0.7003,0.0,0.5,-4.0,5,4
20020731-nyt_44201_44292,train,3.0,3.0,3.0,Renegotiating that issue with the World Trade Center leaseholders should begin immediately.,0.0,1.0,0.0,0.0,-0.1,0.1,0.0,3,3
20020731-nyt_44293_44417,train,3.0,2.78,3.0,"Opening the process to other designers, both here and internationally, will help separate this urban plan from the ordinary.",0.0,0.87,0.13,0.4019,-0.09375,0.21875,2.0,3,3
20020731-nyt_44420_44539,train,3.0,3.12,3.12,"The city also needs to begin openly discussing what happens underground, in particular with the transportation network.",0.0,1.0,0.0,0.0,0.0833333333333333,0.4166666666666666,0.0,3,3
20020731-nyt_44540_44746,train,3.2,3.0,3.2,"At this point, planners have focused on short-term repair of PATH and subway lines, with medium-range proposals being shopped in Washington that could untangle the disorganized web of subway lines downtown.",0.065,0.858,0.077,0.1027,0.0,0.0,0.0,3,3
20020731-nyt_4470_4679,train,2.9,2.8,3.1,"But at the time of Chang's sentencing, the judge, Alfred M. Wolin, also said the businessman had cooperated closely with federal investigators, providing them with information that was ""material and credible.""",0.06,0.94,0.0,-0.2263,0.4,0.7,-2.0,3,2
20020731-nyt_44747_44810,train,3.0,2.71,3.0,Within the next few weeks the Lower Manhattan Development Corp.,0.196,0.804,0.0,-0.296,-0.1,0.05,0.0,3,5
20020731-nyt_44811_44937,train,2.8,2.9,3.1,and the Port Authority should offer some bigger ideas about how to connect the downtown area better to the rest of the region.,0.0,0.833,0.167,0.4939,0.25,0.5,3.0,5,3
20020731-nyt_44940_45131,train,3.2,3.1,3.0,Lowering West Street alongside the World Trade Center site and building a park or esplanade on top is another option that has been popular with those reviewing the first six public proposals.,0.058,0.809,0.133,0.3818,0.25,0.38,5.0,3,3
20020731-nyt_45132_45272,train,2.82,2.91,3.09,"But it would be expensive, and the governor, the mayor and their friends in Washington will have to look at long-range ways to pay the bill.",0.054,0.807,0.139,0.5499,-0.5,0.7,-1.0,5,2
20020731-nyt_45275_45412,train,3.0,3.12,3.12,Pataki's recent remarks are a sign that he understands how central the rebuilding of Lower Manhattan will be to his own political legacy.,0.095,0.905,0.0,-0.296,0.15,0.4,0.0,3,5
20020731-nyt_45413_45613,train,3.12,2.88,3.25,"Now he needs to follow through with action, to keep demonstrating that his core concern is coming up with the best possible plan, not simply keeping the issue on hold until after this fall's election.",0.0,0.89,0.11,0.6369,0.275,0.4392857142857143,3.0,3,3
20020731-nyt_45721_45895,dev,3.09,2.91,3.0,"President Bush has now unveiled his long-awaited ""Clear Skies"" proposal, which he promises will simplify and strengthen the Clean Air Act without crippling American industry.",0.0,0.673,0.327,0.8481,0.1555555555555555,0.3611111111111111,5.0,3,3
20020731-nyt_45896_46014,train,3.0,3.0,3.12,A debate on how to make the 32-year-old Clean Air Act a stronger and more efficient instrument is surely long overdue.,0.0,0.57,0.43,0.8832,0.2722222222222222,0.5333333333333333,4.0,3,3
20020731-nyt_46015_46164,train,2.8,3.0,3.0,"But the Bush plan falls well short of the only other credible proposal on the table, a bill sponsored by Sen. James Jeffords, Independent of Vermont.",0.0,0.901,0.099,0.3919,0.055,0.5,0.0,5,3
20020731-nyt_46167_46349,train,2.8,3.3,3.0,"Like Jeffords, the president calls for substantial reductions in three major pollutants -- the nitrogen oxides that produce smog, sulfur dioxide, which causes acid rain, and mercury.",0.072,0.787,0.141,0.2732,0.0625,0.5,1.0,4,3
20020731-nyt_46350_46422,test,2.7,3.0,3.1,"But he ignores emissions of carbon dioxide, the main global warming gas.",0.182,0.687,0.131,-0.1901,0.0833333333333333,0.1666666666666666,-1.0,4,5
20020731-nyt_46423_46447,train,2.5,3.0,2.8,That is a huge omission.,0.0,0.566,0.434,0.3182,0.4000000000000001,0.9,1.0,4,3
20020731-nyt_46448_46520,train,3.0,2.64,3.09,"Even for the pollutants he addresses, Bush's timetable is too leisurely.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
20020731-nyt_46521_46571,train,3.1,2.9,3.2,He aims to reduce all three by 70 percent by 2018.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
20020731-nyt_4655_4679,dev,3.1,3.2,3.0,"""material and credible.""",0.0,1.0,0.0,0.0,0.4,0.7,0.0,3,3
20020731-nyt_46572_46641,train,2.9,2.8,3.2,The Jeffords proposal would make the same sizable reductions by 2008.,0.0,1.0,0.0,0.0,0.0,0.125,0.0,5,3
20020731-nyt_46642_46755,train,2.8,2.9,3.0,"Finally, the Bush proposal would roll back key provisions of the existing Clean Air Act that Jeffords would keep.",0.0,0.87,0.13,0.4019,0.0916666666666666,0.675,2.0,5,3
20020731-nyt_46758_46972,train,3.3,3.1,3.1,"Bush argues that the regulatory mechanisms he has in mind for reaching Clear Skies' goals, chiefly a market-based emissions trading scheme, will be so effective that the need for many existing rules will disappear.",0.11,0.685,0.205,0.5982,0.3999999999999999,0.5611111111111111,3.0,3,3
20020731-nyt_4680_4827,train,2.88,3.25,3.25,The ethics committee has the power to punish lawmakers with sanctions ranging from public or private letters of admonition to censure or expulsion.,0.134,0.866,0.0,-0.5267,0.0,0.2208333333333333,-2.0,5,4
20020731-nyt_46973_47082,train,3.1,3.1,3.1,This page has long embraced emissions trading as an essential tool for reducing pollution at manageable cost.,0.0,1.0,0.0,0.0,-0.025,0.35,-2.0,3,2
20020731-nyt_47083_47129,test,3.0,3.4,3.3,We also agree that the law needs streamlining.,0.0,0.737,0.263,0.3612,0.0,0.0,1.0,5,3
20020731-nyt_47130_47268,train,2.75,3.0,3.12,"But some regulations, aimed at specific regional problems that nationwide trading alone is unable to address, cannot lightly be abandoned.",0.23,0.647,0.123,-0.4272,-0.0333333333333333,0.4416666666666666,-8.0,4,2
20020731-nyt_47271_47438,train,2.9,2.4,3.0,"Among these are rules governing emissions that limit visibility in the national parks, and rules governing pollution that drifts eastward from Midwestern power plants.",0.0,1.0,0.0,0.0,0.0,0.0,-2.0,3,2
20020731-nyt_47439_47698,train,3.11,3.0,3.44,"Indeed, Bush has already made clear his intention to roll back one of the most important of these regulations, a provision known as new source review that compels utilities to install modern pollution controls whenever they significantly upgrade older plants.",0.0,0.887,0.113,0.5709,0.2347537878787878,0.4807765151515151,1.0,3,3
20020731-nyt_47701_47783,dev,3.27,3.09,3.27,"The 1970 Clean Air Act is a landmark statute, deserving of thoughtful improvement.",0.0,0.455,0.545,0.8225,0.4555555555555555,0.6666666666666666,8.0,3,3
20020731-nyt_47784_47839,train,2.5,2.8,3.1,"The Bush bill, as written, is not the way to get there.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
20020731-nyt_4828_4973,train,2.9,2.7,2.9,"In Torricelli's case, it acted without conducting a full investigation, saying the case had been exhaustively scrutinized by federal authorities.",0.086,0.914,0.0,-0.1779,0.35,0.55,0.0,3,3
20020731-nyt_4974_5274,train,2.6,3.1,2.8,"A lawyer for Chang, Bradley D. Simon, said Tuesday night that he was disappointed that the ethics panel had confirmed only a handful of the gifts he said his client had given Torricelli, and that the panel did not deal with what he said were actions by Torricelli to thwart the federal investigation.",0.058,0.942,0.0,-0.4767,-0.1166666666666666,0.9166666666666666,-4.0,4,4
20020731-nyt_5275_5340,train,2.57,3.0,3.14,"""This matter was far more serious than what the committee found,""",0.136,0.77,0.094,-0.1263,0.0888888888888888,0.7222222222222222,1.0,4,3
20020731-nyt_5275_5352,train,2.75,3.25,2.88,"""This matter was far more serious than what the committee found,"" Simon said.",0.116,0.803,0.08,-0.1263,0.0888888888888888,0.7222222222222222,1.0,4,3
20020731-nyt_5353_5550,train,2.9,2.9,3.1,"According to two government officials involved in the inquiry, the Ethics Committee received a vast amount of information from federal investigators, some of it under a court order issued in March.",0.0,1.0,0.0,0.0,0.0,1.0,0.0,5,3
20020731-nyt_5551_5818,dev,3.0,2.82,3.0,"That information included witness statements, store receipts and other documents indicating that Chang had paid for expensive items given to Torricelli, his sister, one of his longtime aides, Roberta Stern, and one of Torricelli's former girlfriends, Judy D. Balaban.",0.0,1.0,0.0,0.0,-0.2083333333333333,0.3583333333333333,0.0,3,5
20020731-nyt_5819_5993,train,2.89,3.0,3.0,"The committee's letter did not mention Chang's reported gifts to Torricelli of an $8,100 Rolex watch, about a dozen Italian-made suits and a $3,816 antique grandfather clock.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
20020731-nyt_5994_6106,dev,2.88,3.0,3.0,"Nor did it cite a $1,590 Oriental carpet that Chang gave to Torricelli's former wife, Susan Holloway Torricelli.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,3
20020731-nyt_599_741,train,2.38,3.25,3.25,"""Your actions and failure to act led to violations of Senate rules (and related statutes) and created at least the appearance of impropriety,""",0.233,0.697,0.07,-0.6908,-0.2055555555555555,0.3666666666666667,-4.0,4,4
