text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
@Pamela_Moore13 @Ginlefebvre @BarackObama yes exactly &amp; he's sold out this country to #terror while #lying to cover it up,1,0,1,1,0,0,0,0,0,0,0
@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??,0,0,0,1,0,0,0,0,0,0,0
@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,0,0,0,1,0,0,0,0,0,0,0
"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",0,0,0,1,0,0,0,0,1,0,0
"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",1,0,1,1,0,0,0,0,1,0,0
Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down,1,0,1,0,0,0,0,0,1,0,0
Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. ,1,0,0,0,0,0,0,0,0,0,0
Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,1,0,1,0,0,0,0,0,1,0,0
The Pats are awesome. Belichick is awesome ...they just are. #awestruck,0,0,0,0,1,1,0,0,0,0,0
David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues,0,0,0,0,1,1,0,0,0,0,0
Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,1,0,0,0,1,0,0,0,1,0,0
I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch,1,0,1,0,0,0,0,0,0,0,0
Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically,0,0,0,0,1,1,1,0,0,0,0
I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming,1,0,1,0,0,0,0,0,0,0,0
After she threw me out I had to sedate her. With a damn horse tranquilizer.',1,0,1,0,0,0,0,0,0,0,0
@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,0,0,0,0,0,0,1,0,0,0,0
@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.,1,0,1,0,0,0,0,1,1,0,0
@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! #revenge,1,1,0,0,1,0,1,0,0,0,0
"@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?",1,0,1,0,0,0,0,0,0,0,0
"Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n'You can surely━\n@ardentflier",0,1,0,1,0,0,0,0,0,0,0
i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired,0,0,0,0,1,0,0,0,1,0,0
"2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying  #weirdsmells",1,0,1,1,0,0,0,1,0,0,0
Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry,0,0,0,1,0,0,0,0,0,0,0
Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,0,0,0,1,0,0,0,0,1,0,0
@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry,1,0,1,0,0,0,0,0,1,0,0
@MoAmali @awosss @Arsenalman2011 listen I dn't subscribe to this team coq Team xhaka stuff. I like all our players. Depth has me elated,0,0,0,0,1,0,1,0,0,0,1
This girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including me😑😑😂,1,0,1,0,1,0,0,0,1,0,0
"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",0,0,1,0,0,0,0,0,1,0,0
@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ #fearful,0,0,0,1,0,0,0,0,0,0,0
India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,1,0,1,1,0,0,0,1,0,0,0
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,1,0,1,0,0,0,0,0,1,0,0
@MlaStandard The depth that you've sunk to. You're readership deserves more.,1,0,1,0,0,0,0,0,0,0,0
"Just popped a half bottle of 2014 @Bellawines #sparkling #gamaynoir from Westbank. Evenin', folks! \n#bcwinechat",0,0,0,0,1,0,1,0,0,0,0
@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck,1,0,1,0,0,0,0,0,0,0,0
I wish you stayed in Da Gump I'll make you panic like the last rapper,1,0,1,1,0,0,0,0,0,0,0
Projection is perception. See it in someone else? You also at some level have that within you. #anger ,1,0,1,0,0,0,0,0,0,0,0
@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? #optimism,0,0,0,0,0,0,1,0,0,0,0
ah #lost #mah #train of thunk.,0,0,0,0,0,0,0,0,0,0,0
"If you follow #Trump, a certified #bully there is no question you or your children may go to #War vs consumate #Diplomat @HillaryClinton",1,0,1,0,0,0,0,0,0,0,0
"Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #happy #eatcake",0,0,0,0,1,1,1,0,0,0,0
@theurbanologist the tunnels! I shudder to think of the grimy tweets...,0,0,1,1,0,0,0,1,1,0,0
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible,1,0,1,0,0,0,0,0,1,0,0
Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered ,0,1,0,0,1,1,1,0,0,0,0
"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",1,0,1,1,0,0,0,0,1,0,0
"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",0,1,0,0,1,0,1,0,0,0,0
@DJ_Musicologist #Disney's 1994 #animated #musical #film #TheLionKing was influenced by #WilliamShakespeare's #Hamlet. Songs by #EltonJohn.,0,1,0,0,1,0,0,0,0,0,0
😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,0,0,0,0,0,0,0,1,1,0,0
"Sky news still pushing the Brexit gloom line, managing to ignore the fact it's simply not happening. 'But in the future.....'",0,0,1,0,0,0,0,0,0,0,0
@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥,1,1,0,0,0,0,1,0,0,0,0
"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick",1,0,0,0,0,0,0,0,1,0,0
im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,1,0,1,0,0,0,0,0,0,0,0
@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!,1,0,1,0,0,0,0,0,0,0,0
"@Nataliem55 sadly, war has often been the factor that jump starts US economic growth",0,0,0,0,0,0,0,0,1,0,0
When someone rudely says all women should have long hair and your inner feminist tries not to rage,1,0,1,0,0,0,0,0,0,0,0
"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",1,0,1,0,0,0,0,0,1,0,0
"The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes",0,0,1,0,0,0,0,0,1,0,0
i met with an employment specialist this morning &amp; she basically told me its unlikely i'll get a job because i clearly have too much anxiety,0,0,0,1,0,0,0,0,0,0,1
@ahtareen1 @ReginalAleman @krelifa @zamansj64 @AwiexaB Very pleasing ty!,0,0,0,0,1,1,1,0,0,0,1
@_wednesdaychild I need to cheer up,0,0,0,0,1,0,1,0,1,0,0
"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride ",0,0,0,0,0,0,1,0,0,0,0
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,0,0,0,1,1,0,1,0,0,0,0
Sanatana Lopez is definitely me 😂 ,0,0,0,0,1,0,1,0,0,0,0
"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",0,0,0,0,1,0,0,0,0,0,0
Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU,1,0,1,0,0,0,0,0,0,0,0
😂 - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x,0,0,0,0,1,0,1,0,0,0,1
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",1,0,1,0,0,0,0,0,1,0,0
"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",1,0,1,0,0,0,0,1,0,0,0
"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",1,0,1,0,0,0,0,1,1,0,0
Let go of the need to need. And find your own joyous path through the richness that extends in every direction.,0,0,0,0,1,0,1,0,0,0,0
"Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it",1,0,0,0,0,0,0,1,1,0,0
That grudge you're holding keeps making an appearance because #God wants you to deal with it.,0,1,0,1,0,0,1,0,0,0,0
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,0,0,0,0,1,0,0,0,1,0,0
"@ScottiePass shock horror handicap dodger is at the top 😂 close on the agg cup good , but think pressure will get to mark🤔",0,0,0,1,1,0,0,0,0,1,0
I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life,0,0,0,0,1,0,0,0,0,0,0
"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism",1,1,1,1,0,0,0,0,0,0,0
"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair",1,0,1,1,0,0,0,0,1,0,0
"With only 7 months left until I possess my undergraduate degree, I feel like I can't handle adulthood anymore #anxiety #nojobsinbiology",0,0,0,1,0,0,0,1,0,0,0
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious",0,0,0,0,1,0,0,0,0,0,0
@jaymohr37 droop saw naked wrestling and asked 'What if I get a hole in one?' #jaymohrsports,0,0,0,0,1,0,0,0,0,0,0
Be #afraid of the #quiet ones they are the ones who actually #think.,0,1,0,1,0,0,0,0,0,0,0
@reinervshunter you got this💙 #staystrong #smile #yourebeautiful,0,0,0,0,1,1,0,0,0,0,0
I love how cheery and adoring @JackHoward gets every time he produces new content.,0,0,0,0,1,1,1,0,0,0,0
@everycolorbot more like every color looks the same #triggered #colorblind ,1,0,1,0,0,0,0,0,1,0,0
Might start stanning Lady Gaga again - more so than last time - but shhh don't tell Connor,0,0,0,0,1,0,1,0,0,1,0
Fun tidbit: You can fall asleep on someone while dancing. #blues #latenight,0,0,0,0,1,0,1,0,0,0,0
"I can not depict what I feel right now.. I feel jubilant yet anxious, or..dunno. It seems like now I'm having something worth wait everyday.",0,0,0,1,1,0,0,0,1,0,0
Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿,1,0,1,0,0,0,0,0,0,0,0
@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,1,0,1,0,0,0,0,0,0,0,0
@harrietemmett great minds think alike. ,0,0,0,0,1,0,1,0,0,0,1
"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",0,0,0,1,0,0,0,0,1,0,0
@PriiiincesssE thanks for distracting me from my paper to watch this hilarious video 😂,0,0,0,0,1,1,1,0,0,0,0
so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.,1,0,1,0,0,0,0,0,1,0,0
@FoxNews Very thought provoking &amp; leads one to question what really happened.Very sad for all.,0,0,0,0,0,0,0,0,1,0,0
@strictlysimilak something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks.,0,1,0,0,1,0,1,0,0,0,1
@everton_de_leon @sterushton Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh,1,0,1,0,0,0,0,0,1,0,0
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",0,0,1,1,0,0,0,0,1,0,0
“What worries you masters you.” - Haddon Robinson @ChoGMinistries #Jesusisthesubject #worry #anxiety #anxious,0,0,0,1,0,0,0,0,0,0,0
i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,1,0,0,0,0,0,0,0,0,0,0
"2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go.",0,1,0,0,0,0,0,0,0,0,1
That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire,0,0,0,0,0,0,1,0,0,0,0
"...at your age, the heyday in the blood is tame...' @TheArtofCharm #shakespeareaninsults #hamlet #elizabethan #williamshakespeare",0,0,0,0,0,0,0,0,0,0,0
Might just leave and aggravate bae,1,0,0,0,0,0,0,0,0,0,0
I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,1,0,1,0,0,0,0,0,1,0,0
"Ananya just grabbed a bible, opened it, started reading, and then said 'where do they talk about burning people?'",0,0,0,0,0,0,0,0,0,0,0
All options are on the table - #revenge is coming.,1,0,1,0,0,0,0,0,1,0,0
"Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is #2.",0,0,0,0,1,1,1,0,0,0,0
Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,1,0,1,0,1,0,0,0,0,0,0
In honor of Shawty Lo passing away I made Dey Know my new alarm clock song so I wake up with the right attitude everyday lol,0,1,0,0,1,1,1,0,0,0,1
The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8,0,0,0,0,0,0,0,1,1,0,0
"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",0,1,0,1,0,0,0,1,1,0,0
Henny and pine apples 🤔,0,0,0,0,0,0,0,0,0,0,0
@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either ,1,1,1,0,0,0,0,0,0,0,0
"But this is the internet age, so get mad out of any and all proportion and assume the terrible worst with little to no facts or knowledge.",1,0,1,0,0,0,0,0,0,0,0
@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,0,0,0,0,0,0,0,0,1,0,0
Rooney = whipping boy. #mufc #sad,0,0,0,0,0,0,0,0,1,0,0
@scotydoesntkn0 start buying Death Wish Coffee and shake hands with espresso every now and then.,0,1,1,0,1,0,0,0,0,0,0
Threat factors in respect to provocation bulb worm: BnQo,0,0,0,0,0,0,0,0,0,0,0
"No #gbbo from us tonight sadly, we've got a date with some nachos @ODEONCinemas #BridgetJonesBaby",1,0,0,0,0,0,0,1,1,0,0
"@JimRichMoriarty + I am in your life! *He yells* Surprise, surpriiise! *He chirps cheerfully, with a wicked grin on his lips*",0,0,0,0,1,0,1,0,0,1,0
@zinabukvic_ cheer up,0,0,0,0,1,0,0,0,0,0,0
@marthalyssa yep. LOL #bitter,1,0,0,0,1,0,0,0,0,1,0
"@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY",0,0,0,0,0,0,0,0,0,0,0
@GreggDoyelStar I'm sure you'll have a heyday if they do,0,0,0,0,0,0,1,0,0,0,0
@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! #shocking,1,0,1,1,0,0,0,0,0,1,0
"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",1,0,1,1,0,0,0,0,0,0,0
Drop Snapchat names #bored #snap #swap #pics,0,0,1,0,0,0,0,0,1,0,0
"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",0,0,1,0,0,0,0,0,1,0,0
Happy Birthday @Brooke56_56  #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,0,0,0,0,1,1,0,0,0,0,0
@qdoba omg I'm so slow bc my eng is not very well and my hands are shaking uhh help meee I'm like this lil chicken now 🐥#MoreisBetter,0,1,1,0,0,0,0,0,1,0,0
@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? ,1,0,1,0,0,0,0,0,0,0,0
The true way to render ourselves #happy is to love our work and find in it our pleasure. Francoise de Motteville,0,0,0,0,1,0,1,0,0,0,0
@happyandbashful @Teigngardener @CEVokins @gardengirllucy Don't provoke the Voke.,1,0,1,0,0,0,0,0,0,0,0
I swear I got anger issues but my heart big AF...,1,0,0,0,0,0,1,0,0,0,0
@sphiwememela...its bad.I am fearing for my life🙏,0,0,0,1,0,0,0,1,1,0,0
When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology  #TMS #ECT,1,0,1,0,0,0,0,0,1,0,1
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday ,0,0,0,0,1,1,1,0,0,0,0
@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing,0,0,1,0,0,0,0,1,1,0,0
So grim being up at 6,1,0,1,0,0,0,0,1,1,0,0
@littlepieces Customer services got involved and eventually completely wash their hands of it. #awful #dreamornightmare,1,0,1,0,0,0,0,0,0,0,0
Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,1,0,0,1,0,0,0,0,0,0,0
"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",1,0,1,0,0,0,0,0,0,0,0
Another day Another flight 🙈  I swear my last ever @easyjet flight!!!! You take the LOVE out of flying #easyjet #horrific #alwaysdelayed,1,0,1,0,0,0,0,0,0,0,0
@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We,0,0,0,0,0,0,0,0,1,0,0
"We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson",0,1,0,0,0,0,1,0,0,0,0
It would appear it's a good year for the #blues,0,1,0,0,1,0,1,0,0,0,0
"I miss my gran singing Rawhide, in her deep baritone growl.",0,0,0,0,0,0,0,1,1,0,0
Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood,1,0,1,0,0,0,0,0,0,0,0
two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets,0,0,0,1,0,0,0,1,1,0,0
Batman the animated series is a gift from the 90s animation gods,0,0,0,0,1,1,0,0,0,0,0
"@makemytripcare but what I am doing is in my control, #AvoidMMT , you guys are #terrible",1,0,1,0,0,0,0,0,0,0,0
"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",1,0,1,0,0,0,0,0,1,0,0
it didn't impress me but it didn't depress me',0,0,0,0,0,0,0,0,1,0,0
@Kailyew hahah tiff sent me that too😂,0,0,0,0,1,0,1,0,0,0,0
@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,0,0,1,0,0,0,0,0,1,0,0
"Be joyful in hope, patient in affliction, faithful in prayer. Romans 12:12",0,1,0,0,1,0,1,0,0,0,1
"Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet",0,0,1,0,0,0,0,0,0,0,0
"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it.",1,0,1,0,0,0,0,0,0,0,0
Just seeing Alex revells face gets me angry,1,0,1,0,0,0,0,0,0,0,0
@ducktapepr @midnightaction @juliea592 @catherinerusse2 I dread to think... #DirtyPeople,1,0,1,1,0,0,0,1,0,0,0
"@PAKallman If you get it going with him, tag me the link please. I have a lot of friends who love following his unintentional hilarity.",0,0,0,0,1,0,0,0,0,1,0
@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice ❤ 📞👍😊,0,0,0,0,1,0,1,0,0,0,0
"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting",0,0,0,1,1,0,0,0,0,0,0
@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,1,0,0,1,0,0,0,0,0,0,0
"@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either.",0,0,1,0,0,0,0,1,1,0,0
^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,0,0,0,0,1,0,1,0,0,0,0
"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",0,0,0,1,0,0,0,1,0,0,0
Trying to book holiday flights on @britishairways website is becoming a #nightmare,1,0,1,1,0,0,0,0,0,0,0
"@AnsarAAbbasi John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak",1,0,1,1,0,0,0,0,0,0,0
@macmacm43 jeezus God #dark,0,0,1,1,0,0,0,0,1,0,0
Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,0,0,1,0,1,0,1,1,1,0,1
ya boy gets mad tired of pine trees,1,0,1,0,0,0,0,1,1,0,0
I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.,0,0,1,1,0,0,0,1,1,0,0
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,0,0,0,1,0,0,0,0,1,0,0
"Be happy not because everything is good, but because you can see the good side of everything  #optimism",0,0,0,0,1,0,1,0,0,0,0
It's the #FirstDayofFall and I'm so happy. Sipping my #PumpkinSpice flavored coffee and #smiling! Happy Fall everyone! #amwriting,0,0,0,0,1,1,1,0,0,0,0
I added Paul Walker on Xbox but he just spends all of his time on the dashboard.  #humor #funny,0,0,0,0,1,0,1,0,0,0,0
"@AlamRahman today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll",0,0,0,1,0,0,1,1,0,0,0
Oh dear an evening of absolute hilarity I don't think I have laughed so much in a long time! 😂,0,0,0,0,1,1,0,0,0,0,0
@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile,0,0,0,0,1,0,1,0,0,0,0
"Wtf are United doing, shocking defending",1,0,1,0,0,0,0,0,0,0,0
Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016,0,1,0,0,1,0,1,0,0,1,0
"Amateurs sit and wait for inspiration, the rest of us just get up and go to work.' -- Stephen King #authors #serious #writingtip",0,0,0,0,0,0,1,0,0,0,0
"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",0,1,1,0,0,0,0,0,1,0,0
@pianimadi regarde tes snap,0,0,0,0,0,0,0,0,0,0,0
Is there a perfume that smells like the smell of smokey incense because i would be all about that,0,0,0,0,1,0,0,0,0,0,0
@NJDDanin123 I personally liked #relentless …didn't get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils,0,0,0,0,0,0,0,0,1,0,0
But I got to see her last when she was lively and talkative and I was able to tell her I loved her so that's what matters.,0,0,0,0,1,1,1,0,0,0,0
you know it's beauty when the smile is her best curve,0,0,0,0,1,1,1,0,0,0,1
#Scorpio always seek revenge!,1,0,1,0,0,0,0,1,0,0,0
I wish the next madden has a story mode too. Just like Fifa 17 #madden,0,0,0,0,0,0,0,0,0,0,0
Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing  #thatsmyluck,1,0,1,0,0,0,0,1,1,0,0
The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,1,0,1,0,0,0,0,0,1,0,0
#panic Panic attack from fear of starting new medication,0,0,0,1,0,0,0,0,0,0,0
"@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths",0,0,1,1,0,0,0,0,0,0,0
"Hi Luke hemmings\n\n💐🌸💐\n\nIf I had a flower for every time you made me smile, I'd have a garden. Please follow me? \n\n💐🌸💐\nI love you. x16,092",0,0,0,0,1,1,1,0,0,0,0
Job interview in the afternoon #nervous #ek,0,1,0,1,0,0,0,1,0,0,0
@OniLink86 @DarekMeridian lmao awe...  #sad,0,0,0,0,0,0,0,0,1,0,0
"I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote",0,0,0,0,1,0,1,0,0,0,0
"You dont have to feel grateful to be grateful, for it is written  ' all things work together for good'  for those who love God. ",0,0,0,0,1,1,1,0,0,0,1
Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,1,0,1,1,0,0,0,0,0,0,0
@PurpleReplisol meden is frowning at you with her non existent face,1,0,1,0,0,0,0,0,0,0,0
@ErinAndrews I ❤️you on DWTS You make my night every show! 😘 ,0,0,0,0,1,1,0,0,0,0,0
still shaking though 🙃,0,0,0,1,1,0,0,0,0,0,0
When you arrive at the office the day before your first ever festival and the Internet is down #panic,0,0,0,1,0,0,0,0,1,0,0
People fuckin irritate me,1,0,1,0,0,0,0,0,1,0,0
So drunk me hid my keys very well sober me couldn't find it anywhere,0,0,0,0,0,0,0,0,1,0,0
"They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.",1,0,0,0,0,0,0,1,0,0,0
So depressing that it's darker so much earlier now,0,0,0,0,0,0,0,1,1,0,0
I just got asked to hoco over instagram dm bc someone lost a bet. Love the maturity of the people in my grade!!!!,0,0,0,0,0,1,1,0,0,0,0
"@msfang they say you attract what you see, maybe I shouldn't be a pessimist but I don't wanna take any chances lol can't wait to relocate",0,0,0,0,0,0,0,1,1,0,0
@LoriAlan1 Seriously. Digging those eyebrows. #animated,0,0,0,0,1,0,0,0,0,0,0
Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,0,0,0,0,0,0,1,0,1,0,0
"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊",0,1,0,0,1,1,1,0,0,0,0
"#Taurus females are beautiful, sparkling jewels glowing in the moonlight.",0,0,0,0,1,1,0,0,0,0,0
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,0,1,0,0,1,0,1,0,0,0,0
Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,1,0,1,0,0,0,0,0,1,0,0
@MisterAK47 it's very telling that racist bigots always resort to the insult 'fag' like that's worse than being a racist bigot.,1,0,1,0,0,0,0,0,0,1,0
hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18,0,1,0,0,1,0,1,0,0,0,0
Watch this amazing live.ly broadcast by @footballrocks123456  #musically,0,0,0,0,1,0,0,0,0,0,0
@vladfucker69 i look rabid,0,0,1,0,0,0,0,0,0,0,0
@baileygazteacow NO. The gay guy and the dad revenge fucking,1,0,1,0,0,0,0,0,0,0,0
@PARISDENNARD why should I listen to someone with a tie like that? #awful,1,0,1,0,0,0,0,0,0,0,0
